ID_Cartao,Produto_Mastercard,Tipo_Cartao,Data_Emissao,Data_Ativacao,Data_Validade,Limite_Cartao
58094600,Black,Crédito,2023-01-06 00:00:20,2023-01-06 15:49:32,2025-10-28,27000.0
35597642,Black,Crédito,2023-01-26 00:00:20,2023-01-26 14:52:53,2026-04-23,40000.0
48815486,Gold,Crédito,2023-01-04 00:00:20,2024-08-03 12:23:14,2026-12-12,16000.0
34923446,Black,Crédito,2023-01-21 00:00:20,2023-03-25 11:43:09,2027-08-17,28000.0
26833804,Black,Crédito,2023-10-11 00:00:20,2024-04-18 05:35:53,2028-01-01,30000.0
44154544,Black,Crédito,2023-01-02 00:00:20,2023-01-02 01:38:44,2026-08-17,26000.0
58451006,Maestro/Debit,Débito,2023-01-03 00:00:00,2023-06-05 08:53:51,2028-01-01,0.0
59859685,Standard,Crédito,2023-03-26 00:00:20,2025-02-03 04:32:59,2026-04-12,12000.0
51683126,Platinum,Crédito,2023-01-01 00:00:20,2023-01-01 12:34:16,2027-09-30,12000.0
85992827,Platinum,Crédito,2023-05-27 00:00:20,2024-08-21 22:44:37,2027-10-26,30000.0
33577314,Black,Crédito,2023-01-09 00:00:20,2023-01-23 13:22:19,2026-08-21,18000.0
41912433,Gold,Crédito,2023-12-15 00:00:20,2024-12-30 12:30:50,2027-09-10,26000.0
19012386,Gold,Crédito,2023-01-04 00:00:20,2023-01-04 18:55:59,2026-04-11,15000.0
49264947,Black,Crédito,2023-01-06 00:00:20,2023-01-06 02:47:41,2025-11-09,18000.0
90983788,Black,Crédito,2023-01-01 00:00:00,2023-02-12 19:16:13,2028-01-01,32000.0
91754025,Black,Crédito,2023-01-06 00:00:20,2023-01-06 16:23:56,2028-01-01,20000.0
23269369,Platinum,Crédito,2023-01-06 00:00:20,2023-01-06 16:26:55,2026-07-15,19000.0
68109886,Standard,Crédito,2023-04-29 00:00:20,2025-01-24 08:20:02,2028-01-01,16000.0
54159120,Platinum,Crédito,2023-01-20 00:00:20,2023-01-20 17:29:57,2027-07-04,29000.0
25120330,Black,Crédito,2023-01-20 00:00:00,2023-04-01 22:42:56,2028-01-01,24000.0
71359823,Black,Crédito,2023-01-08 00:00:20,2023-01-14 06:26:15,2027-12-25,14000.0
64783841,Maestro/Debit,Débito,2023-03-26 00:00:20,2024-09-24 06:32:15,2026-03-18,0.0
99611105,Platinum,Crédito,2023-05-25 00:00:20,2024-03-22 05:41:10,2027-11-01,10000.0
93082945,Standard,Crédito,2023-01-02 00:00:20,2023-01-02 16:05:56,2025-11-20,8000.0
82335844,Gold,Crédito,2023-01-11 00:00:20,2023-01-11 23:46:37,2027-11-12,25000.0
44545614,Platinum,Crédito,2023-01-03 00:00:00,2023-01-10 16:49:40,2028-01-01,23000.0
82486112,Black,Crédito,2023-01-03 00:00:20,2023-01-05 14:31:31,2026-03-17,32000.0
19152184,Black,Crédito,2023-01-10 00:00:20,2023-01-13 21:02:28,2026-09-01,44000.0
26731766,Gold,Crédito,2024-12-16 00:00:20,2025-01-30 21:51:09,2027-07-21,13000.0
35326182,Standard,Crédito,2023-12-24 00:00:20,2024-09-15 07:41:49,2028-01-01,9000.0
94888438,Platinum,Crédito,2023-01-07 00:00:20,2023-01-07 21:05:05,2026-05-11,24000.0
11183938,Platinum,Crédito,2023-01-05 00:00:20,2023-01-07 06:33:35,2025-12-14,23000.0
41146261,Black,Crédito,2023-01-12 00:00:20,2023-03-27 12:35:07,2027-12-21,22000.0
55045189,Maestro/Debit,Débito,2023-08-15 00:00:20,2024-10-19 02:25:14,2026-12-01,0.0
35837529,Standard,Crédito,2024-01-19 00:00:20,2024-02-27 16:32:23,2025-10-06,8000.0
17477467,Platinum,Crédito,2023-01-07 00:00:20,2023-01-23 01:15:50,2027-02-28,37000.0
29550564,Maestro/Debit,Débito,2023-07-16 00:00:20,2024-06-06 00:46:30,2025-10-05,0.0
76425044,Gold,Crédito,2024-11-13 00:00:20,2024-11-13 13:22:06,2027-09-16,23000.0
59846813,Gold,Crédito,2023-01-11 00:00:20,2023-02-25 13:49:57,2027-03-16,23000.0
62135243,Gold,Crédito,2023-12-26 00:00:20,2024-04-22 03:17:39,2028-01-01,15000.0
54655573,Maestro/Debit,Débito,2023-01-30 00:00:20,2024-08-02 20:13:42,2027-05-30,0.0
19592556,Gold,Crédito,2023-01-01 00:00:20,2023-01-01 19:11:33,2027-11-02,15000.0
70403022,Black,Crédito,2023-01-06 00:00:20,2023-02-17 13:19:20,2026-02-20,31000.0
19762930,Platinum,Crédito,2023-12-20 00:00:20,2024-03-20 13:15:42,2028-01-01,28000.0
32253137,Maestro/Debit,Débito,2023-01-01 00:00:20,2023-01-01 12:09:24,2026-10-15,0.0
77924785,Platinum,Crédito,2023-05-13 00:00:20,2024-02-10 20:17:41,2027-06-12,31000.0
15955364,Platinum,Crédito,2023-07-16 00:00:20,2024-07-14 16:05:16,2026-01-04,31000.0
59184866,Platinum,Crédito,2023-01-06 00:00:20,2023-01-19 23:53:52,2026-05-06,19000.0
40066754,Platinum,Crédito,2023-02-03 00:00:00,2023-07-20 21:44:55,2028-01-01,19000.0
41158009,Gold,Crédito,2023-01-07 00:00:20,2023-03-03 21:15:36,2026-10-07,10000.0
12887324,Maestro/Debit,Débito,2023-01-21 00:00:00,2023-01-26 19:10:43,2028-01-01,0.0
22386052,Platinum,Crédito,2023-01-09 00:00:20,2024-12-30 00:46:38,2025-08-14,27000.0
64368276,Black,Crédito,2023-05-25 00:00:20,2024-08-03 12:31:50,2027-01-01,29000.0
61104954,Black,Crédito,2024-07-19 00:00:20,2024-07-27 08:37:34,2027-01-24,27000.0
81343560,Maestro/Debit,Débito,2024-05-19 00:00:20,2024-09-16 04:30:40,2027-09-19,0.0
95685446,Gold,Crédito,2024-03-10 00:00:20,2024-03-10 01:06:22,2028-01-01,12000.0
59682048,Platinum,Crédito,2023-01-04 00:00:20,2023-02-05 22:28:12,2027-10-18,20000.0
24873062,Maestro/Debit,Débito,2023-05-30 00:00:20,2024-10-01 09:20:03,2026-11-17,0.0
32290287,Standard,Crédito,2023-01-08 00:00:20,2023-01-08 01:56:36,2027-05-09,19000.0
70096025,Maestro/Debit,Débito,2024-03-30 00:00:20,2024-03-30 09:22:00,2027-12-29,0.0
66277986,Maestro/Debit,Débito,2024-09-01 00:00:20,2024-09-06 10:50:35,2026-09-28,0.0
23851608,Platinum,Crédito,2023-01-01 00:00:20,2023-01-01 14:14:32,2027-03-04,16000.0
59819734,Gold,Crédito,2024-11-07 00:00:20,2024-11-23 15:56:35,2028-01-01,13000.0
58925405,Platinum,Crédito,2024-02-14 00:00:20,2024-03-07 21:55:21,2026-09-24,16000.0
26776144,Gold,Crédito,2023-09-13 00:00:20,2024-02-06 06:04:04,2026-02-08,23000.0
77351332,Standard,Crédito,2023-01-23 00:00:20,2024-11-14 08:37:30,2027-03-20,10000.0
97996255,Standard,Crédito,2023-01-05 00:00:20,2023-02-06 19:24:14,2026-04-27,7000.0
22652601,Gold,Crédito,2023-01-01 00:00:20,2023-01-01 10:42:27,2026-01-25,17000.0
32535080,Black,Crédito,2023-01-09 00:00:20,2023-01-10 21:47:27,2027-08-19,37000.0
38636751,Gold,Crédito,2023-01-01 00:00:20,2023-01-01 16:08:43,2025-11-13,8000.0
18432380,Maestro/Debit,Débito,2023-01-02 00:00:20,2023-01-02 15:13:34,2026-03-15,0.0
35372745,Maestro/Debit,Débito,2023-01-20 00:00:20,2023-01-23 04:52:50,2025-09-13,0.0
11601260,Black,Crédito,2023-01-02 00:00:20,2023-01-02 08:19:41,2025-02-16,30000.0
50830490,Black,Crédito,2023-04-01 00:00:20,2024-08-14 10:26:00,2026-10-01,37000.0
64914792,Black,Crédito,2023-01-01 00:00:20,2023-01-01 21:10:40,2027-09-13,36000.0
84051135,Standard,Crédito,2023-01-02 00:00:20,2023-01-02 10:00:02,2027-01-20,14000.0
36700168,Maestro/Debit,Débito,2023-01-04 00:00:20,2023-01-04 01:03:51,2027-01-08,0.0
87911601,Platinum,Crédito,2023-01-01 00:00:20,2023-01-09 00:19:13,2025-09-29,20000.0
46728656,Gold,Crédito,2024-10-13 00:00:20,2024-10-13 15:11:43,2027-04-21,22000.0
20727721,Maestro/Debit,Débito,2023-01-16 00:00:20,2023-01-17 15:08:29,2026-08-24,0.0
31339304,Standard,Crédito,2023-01-11 00:00:20,2023-01-11 17:50:52,2026-02-23,6000.0
65056153,Platinum,Crédito,2023-04-18 00:00:20,2024-02-01 06:42:36,2027-06-12,32000.0
62801967,Gold,Crédito,2023-11-13 00:00:20,2024-01-15 23:10:38,2025-06-13,16000.0
95009952,Gold,Crédito,2023-01-06 00:00:20,2023-01-06 22:40:22,2026-05-25,22000.0
13708761,Black,Crédito,2023-10-13 00:00:20,2024-12-19 18:58:04,2026-06-26,28000.0
38251164,Gold,Crédito,2023-01-01 00:00:20,2023-01-01 00:15:17,2025-03-10,17000.0
59769802,Gold,Crédito,2023-05-14 00:00:20,2024-08-14 18:30:59,2027-01-02,23000.0
23558194,Maestro/Debit,Débito,2023-09-25 00:00:20,2024-06-19 11:07:39,2026-12-06,0.0
85897959,Gold,Crédito,2023-01-10 00:00:20,2023-02-15 12:31:00,2027-12-02,27000.0
36764564,Standard,Crédito,2025-01-08 00:00:20,2025-01-08 18:29:40,2026-01-13,20000.0
59327490,Black,Crédito,2023-01-17 00:00:20,2023-01-17 08:53:17,2027-02-22,28000.0
86661192,Platinum,Crédito,2023-07-17 00:00:20,2024-09-28 22:38:54,2026-01-02,20000.0
66976729,Black,Crédito,2024-06-08 00:00:20,2024-06-27 14:01:17,2027-02-02,26000.0
32531137,Platinum,Crédito,2023-01-09 00:00:20,2023-01-09 21:17:16,2026-12-11,14000.0
72585616,Standard,Crédito,2024-12-09 00:00:20,2024-12-09 03:15:09,2025-09-23,15000.0
64500638,Maestro/Debit,Débito,2023-01-01 00:00:20,2023-01-14 10:49:40,2026-11-26,0.0
17235590,Black,Crédito,2023-01-01 00:00:20,2023-01-01 02:04:21,2026-11-09,42000.0
11644076,Platinum,Crédito,2024-01-02 00:00:20,2024-01-02 19:16:08,2027-04-10,16000.0
78091282,Maestro/Debit,Débito,2023-01-06 00:00:20,2023-01-06 11:01:18,2027-10-12,0.0
93649761,Platinum,Crédito,2023-01-02 00:00:20,2023-01-02 16:08:59,2026-07-12,30000.0
84494283,Gold,Crédito,2023-01-05 00:00:20,2023-01-05 20:42:42,2026-01-29,12000.0
90079487,Standard,Crédito,2024-09-10 00:00:20,2024-09-10 02:42:42,2027-11-14,16000.0
54294951,Gold,Crédito,2023-01-02 00:00:20,2023-01-02 00:49:20,2027-08-13,25000.0
12535559,Black,Crédito,2024-11-06 00:00:20,2024-11-06 18:32:42,2028-01-01,26000.0
60563393,Platinum,Crédito,2023-01-10 00:00:20,2023-01-10 10:20:11,2025-09-09,23000.0
20129279,Standard,Crédito,2023-01-06 00:00:20,2023-02-15 20:33:16,2026-07-31,6000.0
43937659,Gold,Crédito,2024-01-18 00:00:20,2024-01-18 07:06:20,2028-01-01,23000.0
13336137,Black,Crédito,2023-01-05 00:00:20,2023-01-05 09:55:25,2025-05-19,18000.0
18384908,Standard,Crédito,2023-01-10 00:00:20,2023-01-13 13:53:07,2027-07-31,8000.0
39478670,Black,Crédito,2023-05-06 00:00:20,2024-04-20 03:36:54,2025-06-25,33000.0
52184369,Gold,Crédito,2023-09-19 00:00:20,2024-10-14 22:02:11,2027-02-14,20000.0
15511070,Platinum,Crédito,2023-01-06 00:00:20,2023-01-06 20:32:30,2025-11-04,33000.0
58071932,Maestro/Debit,Débito,2023-01-01 00:00:20,2023-03-09 14:08:46,2026-11-28,0.0
33543352,Platinum,Crédito,2023-07-23 00:00:20,2024-06-20 15:19:21,2026-12-11,28000.0
21693094,Platinum,Crédito,2024-08-09 00:00:20,2024-08-09 08:07:33,2028-01-01,15000.0
69447109,Black,Crédito,2023-01-15 00:00:20,2023-01-15 01:38:22,2027-11-14,32000.0
61874263,Platinum,Crédito,2023-01-01 00:00:20,2023-02-07 23:18:08,2026-07-28,26000.0
38271227,Standard,Crédito,2023-01-05 00:00:20,2023-01-14 23:28:59,2026-02-06,8000.0
36897278,Maestro/Debit,Débito,2023-10-30 00:00:20,2024-05-27 10:09:11,2025-10-07,0.0
79233124,Platinum,Crédito,2023-01-09 00:00:20,2023-02-06 15:43:53,2027-09-24,16000.0
43768258,Platinum,Crédito,2023-01-11 00:00:20,2023-01-11 06:51:38,2027-03-08,26000.0
65721055,Standard,Crédito,2024-03-14 00:00:20,2024-03-14 18:28:37,2027-08-24,10000.0
93507215,Standard,Crédito,2023-05-14 00:00:20,2024-09-16 13:50:18,2027-02-24,14000.0
61944756,Gold,Crédito,2023-01-14 00:00:20,2023-02-21 17:52:43,2027-09-03,15000.0
35570499,Platinum,Crédito,2023-04-07 00:00:20,2024-11-25 06:49:33,2027-05-22,29000.0
23382949,Platinum,Crédito,2024-03-12 00:00:20,2024-03-16 16:52:22,2027-03-18,32000.0
36789189,Gold,Crédito,2023-12-27 00:00:20,2024-11-19 11:52:09,2028-01-01,14000.0
61759678,Black,Crédito,2024-09-20 00:00:20,2024-10-06 17:47:10,2027-03-28,24000.0
79822909,Gold,Crédito,2023-09-02 00:00:20,2024-01-12 21:40:55,2027-02-26,8000.0
86037525,Platinum,Crédito,2023-01-04 00:00:20,2023-01-09 02:27:13,2026-03-02,23000.0
54358630,Gold,Crédito,2023-01-22 00:00:20,2023-02-06 15:22:15,2025-12-05,10000.0
15801855,Black,Crédito,2023-09-30 00:00:20,2024-08-26 05:44:35,2026-05-15,24000.0
80198147,Platinum,Crédito,2023-06-07 00:00:20,2024-05-05 12:02:59,2027-08-02,12000.0
37033547,Platinum,Crédito,2024-06-24 00:00:20,2024-08-04 07:26:10,2027-05-21,13000.0
14426292,Gold,Crédito,2023-02-14 00:00:20,2024-10-22 09:11:27,2026-01-26,20000.0
76273510,Black,Crédito,2023-01-07 00:00:20,2023-01-07 11:48:01,2026-01-18,29000.0
21900506,Platinum,Crédito,2023-01-03 00:00:20,2023-01-03 04:09:31,2025-02-05,14000.0
48132280,Gold,Crédito,2024-07-13 00:00:20,2024-07-13 00:56:33,2025-12-17,21000.0
86993504,Platinum,Crédito,2023-01-02 00:00:00,2023-06-21 14:20:27,2028-01-01,21000.0
57022981,Gold,Crédito,2024-12-22 00:00:20,2025-03-11 21:36:36,2027-10-11,22000.0
69065038,Platinum,Crédito,2023-01-07 00:00:20,2023-01-07 08:13:13,2026-10-15,20000.0
80089188,Maestro/Debit,Débito,2024-11-05 00:00:20,2024-11-05 15:56:40,2027-10-14,0.0
98980541,Platinum,Crédito,2023-07-03 00:00:20,2024-11-19 23:32:10,2026-12-31,13000.0
99921830,Maestro/Debit,Débito,2023-10-10 00:00:20,2024-03-12 18:31:32,2026-04-25,0.0
93370639,Platinum,Crédito,2023-01-24 00:00:00,2023-04-29 19:31:51,2028-01-01,11000.0
11407896,Black,Crédito,2023-01-06 00:00:20,2023-01-06 17:59:18,2027-06-05,41000.0
93324386,Black,Crédito,2023-01-05 00:00:20,2023-01-05 09:34:29,2027-03-14,34000.0
70393567,Black,Crédito,2023-01-10 00:00:20,2023-01-29 18:27:50,2026-11-07,25000.0
62923758,Standard,Crédito,2023-01-04 00:00:20,2023-01-07 20:56:45,2026-06-15,6000.0
47236238,Standard,Crédito,2023-01-11 00:00:20,2023-01-11 12:49:15,2026-04-10,20000.0
49117018,Gold,Crédito,2024-05-01 00:00:20,2024-05-01 07:53:46,2026-06-10,18000.0
28181268,Gold,Crédito,2023-01-01 00:00:00,2023-09-08 18:35:57,2028-01-01,9000.0
52716768,Platinum,Crédito,2023-09-06 00:00:20,2024-12-23 07:58:40,2027-07-25,21000.0
11064389,Black,Crédito,2023-05-13 00:00:20,2024-04-21 09:38:02,2026-12-01,34000.0
76816517,Platinum,Crédito,2023-01-11 00:00:20,2023-01-11 19:01:17,2026-06-30,12000.0
34678407,Platinum,Crédito,2023-05-10 00:00:20,2024-02-23 01:41:07,2025-10-12,18000.0
21728187,Black,Crédito,2023-08-20 00:00:20,2024-02-19 10:55:25,2026-08-09,32000.0
69130728,Black,Crédito,2023-01-02 00:00:20,2023-01-02 05:27:02,2027-07-09,37000.0
58207758,Gold,Crédito,2023-06-11 00:00:20,2024-03-09 13:06:30,2025-10-18,14000.0
43115335,Standard,Crédito,2023-10-03 00:00:20,2024-01-18 07:13:21,2026-03-10,15000.0
33917691,Maestro/Debit,Débito,2023-01-19 00:00:20,2024-12-24 11:19:47,2026-09-13,0.0
48607717,Maestro/Debit,Débito,2023-01-17 00:00:00,2023-02-26 07:48:55,2028-01-01,0.0
63227912,Platinum,Crédito,2023-08-07 00:00:20,2024-07-15 11:55:53,2027-06-13,15000.0
82749819,Platinum,Crédito,2023-01-03 00:00:20,2023-01-03 00:53:13,2025-12-27,11000.0
62236083,Gold,Crédito,2023-01-06 00:00:20,2023-01-06 23:48:53,2025-10-27,17000.0
34872002,Standard,Crédito,2023-01-03 00:00:20,2023-01-17 18:39:49,2027-09-17,20000.0
69146113,Black,Crédito,2024-11-20 00:00:20,2024-12-29 21:47:49,2027-04-25,30000.0
68750966,Platinum,Crédito,2023-02-06 00:00:00,2023-02-28 11:30:02,2028-01-01,11000.0
21915349,Gold,Crédito,2023-01-01 00:00:20,2023-01-01 08:55:01,2026-01-19,21000.0
73684294,Platinum,Crédito,2024-02-14 00:00:20,2024-02-14 10:47:56,2026-05-15,27000.0
84983428,Gold,Crédito,2023-01-04 00:00:20,2024-05-29 08:22:59,2027-03-04,14000.0
78494919,Gold,Crédito,2023-01-13 00:00:20,2023-02-09 02:33:36,2027-08-23,17000.0
82096053,Black,Crédito,2023-01-05 00:00:20,2023-02-07 08:24:54,2027-01-09,27000.0
24399989,Platinum,Crédito,2023-01-04 00:00:20,2023-02-18 13:16:48,2026-03-30,24000.0
34281868,Platinum,Crédito,2023-11-25 00:00:20,2024-09-11 05:48:05,2025-07-08,14000.0
82588963,Black,Crédito,2023-02-19 00:00:20,2024-09-09 08:36:41,2026-08-22,34000.0
90758072,Black,Crédito,2024-01-02 00:00:20,2024-01-22 07:58:24,2027-03-19,18000.0
24368015,Maestro/Debit,Débito,2023-08-02 00:00:20,2024-05-11 05:22:32,2025-06-09,0.0
43735238,Black,Crédito,2023-09-21 00:00:20,2024-06-03 17:50:40,2026-09-02,35000.0
46401107,Gold,Crédito,2023-01-03 00:00:20,2023-01-03 02:08:14,2026-03-22,9000.0
16295089,Platinum,Crédito,2023-06-12 00:00:20,2024-08-18 06:19:15,2025-08-14,33000.0
88572129,Maestro/Debit,Débito,2023-11-03 00:00:20,2024-09-12 23:18:26,2027-11-13,0.0
63675158,Platinum,Crédito,2023-03-21 00:00:20,2024-12-18 06:20:23,2025-04-25,13000.0
27334277,Platinum,Crédito,2023-01-08 00:00:20,2023-01-08 22:53:55,2027-06-23,12000.0
54605881,Maestro/Debit,Débito,2023-11-14 00:00:20,2024-06-24 04:21:37,2027-10-19,0.0
85422748,Maestro/Debit,Débito,2023-01-05 00:00:20,2023-01-11 11:08:18,2027-06-03,0.0
22386160,Black,Crédito,2023-01-03 00:00:20,2023-01-18 00:52:06,2025-08-05,33000.0
31949873,Maestro/Debit,Débito,2024-06-11 00:00:20,2024-06-28 05:46:26,2027-01-18,0.0
97940880,Platinum,Crédito,2023-06-07 00:00:20,2024-05-06 21:07:28,2027-08-08,13000.0
13764413,Platinum,Crédito,2023-10-12 00:00:20,2024-05-07 09:06:15,2027-11-22,36000.0
92950743,Black,Crédito,2023-01-17 00:00:20,2023-02-20 09:14:02,2025-11-06,35000.0
66863583,Black,Crédito,2023-05-01 00:00:20,2024-08-11 07:00:18,2028-01-01,36000.0
39822102,Standard,Crédito,2023-11-12 00:00:20,2024-05-24 15:21:05,2027-08-12,12000.0
16179883,Platinum,Crédito,2024-02-05 00:00:20,2024-03-01 12:10:09,2028-01-01,33000.0
19807588,Platinum,Crédito,2023-01-10 00:00:20,2023-01-10 14:34:11,2027-02-05,26000.0
38710022,Standard,Crédito,2023-09-28 00:00:20,2024-02-19 16:29:35,2026-01-29,8000.0
10648938,Gold,Crédito,2023-01-03 00:00:20,2023-01-18 11:16:30,2026-03-03,13000.0
57960751,Black,Crédito,2023-01-03 00:00:20,2023-01-03 01:31:14,2026-04-05,38000.0
88068152,Gold,Crédito,2023-03-26 00:00:20,2024-09-13 09:31:40,2026-05-13,9000.0
19524745,Black,Crédito,2023-02-21 00:00:20,2024-02-02 11:59:06,2027-09-24,16000.0
27295669,Standard,Crédito,2023-01-27 00:00:20,2023-02-26 05:49:17,2027-08-31,17000.0
10014118,Gold,Crédito,2023-01-20 00:00:20,2023-01-20 13:38:16,2025-09-17,17000.0
75445247,Maestro/Debit,Débito,2023-06-28 00:00:20,2024-10-19 08:54:49,2025-06-19,0.0
14485789,Black,Crédito,2023-01-04 00:00:20,2023-01-04 02:08:29,2027-03-25,24000.0
91714136,Black,Crédito,2023-01-03 00:00:00,2023-02-17 00:21:25,2028-01-01,17000.0
14953759,Platinum,Crédito,2023-01-01 00:00:20,2023-01-22 21:16:09,2025-05-08,27000.0
15232479,Black,Crédito,2024-07-09 00:00:20,2024-07-09 04:53:45,2027-08-15,36000.0
31878285,Platinum,Crédito,2023-01-02 00:00:20,2023-01-22 13:16:45,2027-08-13,26000.0
87188924,Maestro/Debit,Débito,2023-11-22 00:00:20,2024-06-01 09:15:02,2027-10-02,0.0
86632063,Platinum,Crédito,2023-01-04 00:00:20,2023-01-12 04:09:58,2025-10-26,13000.0
53673378,Platinum,Crédito,2023-09-16 00:00:20,2024-07-02 12:58:22,2026-08-21,19000.0
40852124,Standard,Crédito,2023-01-03 00:00:20,2023-01-03 04:50:37,2026-06-16,13000.0
21108325,Platinum,Crédito,2023-01-17 00:00:20,2023-01-17 04:30:16,2025-10-27,14000.0
98255010,Standard,Crédito,2023-10-16 00:00:20,2024-06-17 12:17:49,2027-03-24,18000.0
61948516,Black,Crédito,2023-08-14 00:00:20,2025-01-11 01:41:09,2027-11-18,45000.0
73966685,Platinum,Crédito,2023-01-03 00:00:20,2023-01-03 10:33:29,2025-10-26,31000.0
42376095,Black,Crédito,2023-01-06 00:00:20,2023-01-08 17:40:06,2025-12-07,24000.0
29197395,Black,Crédito,2023-01-01 00:00:20,2023-02-05 21:35:59,2027-06-09,18000.0
86745025,Maestro/Debit,Débito,2023-01-09 00:00:20,2023-01-09 21:23:43,2026-03-22,0.0
25379736,Black,Crédito,2023-08-19 00:00:20,2024-08-01 17:00:46,2026-08-31,19000.0
92092850,Gold,Crédito,2023-01-07 00:00:20,2023-01-08 00:10:09,2027-07-07,26000.0
40980587,Platinum,Crédito,2024-08-20 00:00:20,2024-08-20 04:15:47,2026-12-30,24000.0
43230748,Black,Crédito,2023-09-09 00:00:20,2024-05-01 03:04:23,2027-06-22,42000.0
26344556,Standard,Crédito,2023-05-04 00:00:20,2024-11-24 23:15:04,2025-03-21,18000.0
21157643,Black,Crédito,2023-01-11 00:00:00,2023-03-05 03:23:37,2028-01-01,30000.0
