Cliente_ID,Valor,Data,Pix_para_si_mesmo,Tipo_transacao,Aprovado,PF_PJ,Agendado
6487,43.17,2023-05-26 08:59:06.209224448,0,Recebimento,1,PJ,Não
6496,401.0,2024-02-25 10:36:43.255226880,0,Envio,0,PJ,Não
2141,365.0,2025-10-24 06:31:09.142973952,0,Envio,0,PJ,Não
5056,113.9,2023-03-16 21:21:15.889865728,0,Envio,0,PF,Não
1243,98.0,2024-09-29 09:06:52.931629056,0,Recebimento,1,PJ,Não
8107,257.71,2023-08-16 03:02:41.437560576,0,Envio,1,PF,Não
8604,307.0,2024-08-26 15:00:48.734400768,0,Envio,1,PJ,Não
3087,1237.0,2024-04-13 00:12:42.654230272,0,Envio,1,PJ,Não
2295,372.0,2024-01-30 12:50:43.570467584,0,Envio,1,PJ,Não
4514,1333.0,2025-12-09 11:58:26.942345472,0,Envio,1,PJ,Não
9104,685.01,2023-01-17 18:35:39.229875968,0,Envio,1,PF,Não
2250,607.0,2025-12-13 05:41:50.774200064,0,Envio,1,PJ,Não
7407,202.0,2024-05-23 02:42:08.228143360,0,Envio,1,PJ,Não
5259,1971.0,2025-08-21 14:39:53.270536448,0,Envio,1,PJ,Não
7924,47.0,2024-05-04 09:12:32.266619904,0,Envio,1,PJ,Sim
9626,314.0,2024-03-09 04:32:54.779584512,0,Envio,1,PJ,Não
1757,401.0,2024-08-06 15:05:21.023717632,0,Envio,1,PF,Não
9884,555.0,2023-06-08 15:25:10.639502592,0,Envio,0,PJ,Não
2532,42.0,2024-08-04 03:13:51.582711040,1,Envio,1,PF,Não
3191,105.0,2024-07-24 05:35:08.123978496,0,Envio,0,PJ,Não
8481,56.6,2023-04-08 13:47:39.666169344,0,Envio,1,PJ,Não
2409,2843.2,2025-10-26 05:10:17.212615168,1,Envio,0,PF,Não
9987,3493.0,2025-12-20 07:42:30.859509760,0,Envio,1,PJ,Não
2423,232.0,2024-09-04 13:01:37.114517760,0,Envio,1,PF,Não
3331,92.0,2023-01-03 10:30:45.618550272,0,Envio,1,PJ,Não
1269,221.0,2024-08-15 09:20:26.719201536,1,Envio,0,PF,Não
7407,89.0,2024-08-03 08:31:31.966822912,0,Envio,0,PJ,Não
4052,96.63,2023-03-29 18:22:24.125065216,0,Envio,1,PF,Não
2304,924.0,2023-05-15 14:08:08.921840640,0,Envio,1,PJ,Sim
1043,156.0,2024-05-10 19:45:23.841762816,0,Envio,1,PJ,Não
9340,110.68,2024-11-02 23:09:07.011990272,0,Envio,1,PJ,Não
5531,115.64,2023-06-08 04:23:20.277225984,0,Envio,1,PJ,Não
9454,1540.72,2025-10-17 01:39:17.532287488,0,Envio,1,PF,Não
4086,307.0,2023-09-12 00:22:06.912369152,0,Envio,1,PJ,Não
6087,273.0,2023-01-08 06:19:30.670333440,0,Envio,1,PJ,Não
5025,53.0,2023-07-14 19:58:11.850286848,0,Envio,0,PJ,Não
6491,87.0,2023-02-25 15:20:42.975607552,1,Envio,1,PF,Não
6768,926.69,2025-08-06 05:52:32.716724224,0,Envio,1,PJ,Não
9269,137.52,2023-10-31 03:36:43.687874304,0,Envio,0,PJ,Não
6510,1120.3,2024-06-06 02:59:01.212908032,0,Envio,1,PF,Não
3006,1225.42,2024-07-01 10:34:31.044795392,0,Envio,1,PJ,Não
6500,990.0,2024-05-15 23:12:20.856069632,0,Envio,1,PJ,Não
7640,1164.78,2024-10-15 05:21:46.774183680,0,Envio,1,PF,Não
9003,313.0,2024-06-06 13:09:23.682738176,0,Envio,1,PJ,Não
8231,13.61,2023-12-13 20:26:31.601108480,0,Envio,1,PJ,Não
2807,384.64,2024-08-08 03:41:05.735663104,0,Envio,0,PF,Não
7098,344.83,2023-03-09 06:16:14.508714240,0,Envio,1,PJ,Não
6632,50.0,2024-04-29 12:45:10.638296320,0,Envio,1,PF,Não
2064,288.0,2023-10-26 15:18:07.020298496,1,Envio,1,PF,Não
5307,167.25,2024-03-24 00:36:43.010552832,0,Envio,1,PF,Não
7297,48.0,2023-05-27 03:11:36.124643840,0,Envio,1,PF,Não
4727,6.53,2023-07-03 00:37:35.336811264,1,Envio,1,PF,Não
8722,1038.0,2024-07-07 19:18:55.845671936,1,Recebimento,1,PF,Não
8008,16.0,2023-11-10 04:09:12.567071232,0,Envio,1,PF,Não
5986,130.0,2025-09-15 01:32:03.255894016,0,Envio,1,PJ,Não
1743,610.0,2024-07-26 14:15:12.000935424,0,Envio,1,PJ,Não
8215,191.0,2024-10-02 04:15:48.544612352,0,Envio,1,PF,Não
5609,1653.09,2025-11-13 09:55:42.963990528,1,Envio,1,PF,Não
8169,271.78,2023-09-05 09:20:11.822714880,0,Envio,1,PF,Não
9415,248.0,2024-12-27 04:31:32.402281472,0,Envio,1,PJ,Não
8921,481.97,2023-01-24 21:12:17.678420736,0,Recebimento,1,PF,Não
3390,260.0,2023-10-26 05:53:45.263800576,0,Envio,1,PJ,Não
6353,787.0,2024-03-10 11:34:37.687481856,0,Envio,1,PF,Não
5198,1.0,2024-12-08 07:45:56.186744832,0,Envio,1,PJ,Não
8750,30.5,2023-08-22 09:49:17.709192192,0,Envio,1,PJ,Não
6876,114.72,2023-04-12 17:29:09.304109824,0,Envio,1,PJ,Não
7569,220.0,2023-09-06 08:37:08.930082816,0,Envio,1,PJ,Não
5929,173.0,2023-03-16 00:40:16.786376704,0,Envio,1,PJ,Não
7092,419.0,2023-03-04 19:42:40.626037248,0,Envio,0,PJ,Não
6487,28.0,2024-09-22 12:18:19.271700480,0,Envio,1,PJ,Não
6280,8.23,2023-08-01 22:19:49.359977472,0,Envio,1,PJ,Não
7569,1843.37,2025-12-02 12:09:17.075043328,1,Envio,1,PF,Não
9483,106.24,2023-03-23 01:51:26.350896128,0,Envio,1,PF,Não
8293,253.0,2023-05-18 17:35:48.839035648,0,Envio,1,PJ,Não
2055,3843.7,2025-08-14 21:58:43.951705856,0,Envio,1,PJ,Não
3305,151.69,2023-06-12 09:15:19.810387200,0,Envio,1,PJ,Não
8305,97.0,2023-06-13 21:18:47.124925696,0,Envio,0,PJ,Não
5266,31.0,2023-09-17 02:31:11.031711232,0,Envio,1,PJ,Não
1138,64.0,2024-01-24 20:45:19.252068608,0,Envio,1,PF,Não
1948,198.0,2023-12-21 00:35:06.603096832,0,Envio,1,PJ,Não
9794,184.0,2024-04-09 15:30:06.435124224,0,Envio,1,PJ,Não
4672,282.0,2023-07-26 10:35:50.023655680,0,Envio,1,PJ,Não
4006,182.0,2024-12-21 09:50:18.084708608,0,Envio,1,PJ,Não
9607,186.0,2024-09-09 03:39:57.927510016,0,Recebimento,1,PJ,Não
3526,58.16,2024-03-21 16:36:28.863608064,0,Envio,1,PF,Não
4714,97.33,2023-11-07 06:04:01.324486144,0,Envio,1,PJ,Sim
7617,161.0,2024-07-17 15:15:45.248033024,0,Envio,0,PJ,Não
7391,67.24,2025-09-09 04:51:15.616658944,0,Envio,1,PJ,Não
6088,155.77,2023-05-15 17:18:50.933127424,0,Envio,1,PF,Não
6663,294.65,2023-03-12 09:04:46.896637696,0,Envio,1,PJ,Não
9691,39.23,2025-12-18 07:30:37.889080576,0,Envio,1,PJ,Não
7815,23.0,2024-10-23 19:26:27.134300672,0,Envio,1,PF,Não
5131,432.0,2023-07-15 16:00:10.533992448,0,Envio,0,PJ,Não
3390,147.61,2024-11-13 04:58:35.673891840,0,Envio,1,PJ,Não
2537,26.0,2023-09-27 14:50:46.483723264,0,Envio,1,PF,Não
6895,1543.06,2025-10-01 21:25:57.674865664,0,Envio,1,PJ,Não
5531,131.0,2024-10-28 03:54:23.040371968,0,Envio,1,PJ,Não
5531,78.6,2023-08-01 15:26:27.337148416,0,Envio,1,PF,Não
3454,31.0,2023-07-19 20:13:48.958422528,0,Envio,1,PJ,Não
1132,1991.0,2025-08-13 00:54:08.889551104,0,Envio,1,PJ,Não
4251,32.0,2024-04-14 17:38:48.323528448,0,Envio,1,PF,Não
6310,568.42,2024-12-27 22:23:32.458108416,0,Recebimento,0,PJ,Não
6011,32.0,2024-03-17 00:06:07.021691904,0,Envio,1,PJ,Não
5016,168.0,2024-07-21 10:03:43.381778688,0,Envio,1,PJ,Não
1885,105.33,2023-10-10 22:15:45.865582592,0,Envio,1,PJ,Não
5227,1342.0,2025-08-16 20:17:37.781002496,0,Envio,1,PJ,Não
2203,29.0,2024-10-11 11:11:02.638796800,0,Envio,1,PJ,Não
1422,58.76,2024-09-25 18:50:57.175667712,0,Envio,1,PF,Não
8270,98.0,2025-12-22 16:14:12.504206592,0,Envio,1,PJ,Não
7450,20.38,2024-10-27 10:49:52.534389504,0,Recebimento,1,PF,Não
9407,17.0,2024-07-18 08:30:26.201299456,0,Envio,1,PF,Não
8744,123.85,2024-03-13 11:45:04.547668224,0,Envio,1,PJ,Não
3752,762.84,2024-12-16 12:38:08.451142656,0,Envio,1,PJ,Não
8151,44.0,2023-06-10 07:56:14.281347840,0,Envio,1,PJ,Não
8340,37.0,2024-02-08 06:06:16.391307520,0,Envio,1,PF,Não
6802,84.0,2023-02-24 15:28:00.045665024,0,Recebimento,0,PF,Não
7120,539.0,2024-12-30 16:12:30.994940160,0,Envio,1,PJ,Não
7558,124.0,2023-07-07 03:23:11.658834688,1,Envio,1,PF,Não
9917,500.0,2025-11-02 00:24:46.433350656,0,Envio,0,PJ,Não
9007,1100.0,2024-02-28 20:40:34.071176704,0,Envio,1,PJ,Não
7792,8.0,2023-02-07 08:29:35.831663104,0,Envio,1,PF,Não
9725,11.0,2024-07-29 00:50:18.070181120,0,Envio,1,PJ,Não
6888,972.0,2025-08-04 17:27:28.851716864,0,Envio,1,PJ,Não
1718,24.0,2024-11-20 15:40:43.426549248,1,Envio,1,PF,Não
7569,216.0,2024-05-22 22:31:04.505461760,0,Envio,1,PF,Não
5867,203.0,2023-06-18 14:38:49.163227392,0,Recebimento,1,PF,Não
1932,117.67,2024-06-13 09:48:59.445372416,0,Envio,1,PJ,Não
3191,166.0,2024-04-06 08:50:37.391554816,0,Envio,1,PJ,Não
6663,76.04,2024-05-03 08:12:16.908844288,0,Envio,0,PJ,Não
6011,57.91,2024-02-16 19:02:20.943921408,0,Envio,1,PJ,Não
4046,264.71,2024-08-13 03:18:52.468697088,0,Envio,1,PF,Não
8299,379.0,2024-10-31 03:14:34.613859840,0,Envio,1,PJ,Não
1146,88.13,2023-07-10 04:27:29.589688576,0,Envio,1,PJ,Não
5384,575.0,2025-08-30 14:32:12.483170560,0,Envio,0,PJ,Não
1394,199.95,2023-12-10 00:51:44.811375872,0,Envio,1,PJ,Não
2217,341.24,2023-11-27 20:44:59.158865408,0,Envio,1,PJ,Não
1323,138.56,2023-04-04 14:33:46.577182720,0,Envio,1,PJ,Não
5799,213.66,2024-03-03 00:32:09.754641664,0,Envio,1,PJ,Não
3680,26.0,2023-11-14 19:29:47.963776256,0,Recebimento,1,PJ,Não
6749,64.0,2023-01-14 20:33:33.640354304,0,Recebimento,1,PJ,Não
1312,693.0,2024-11-03 21:16:13.687547904,0,Envio,1,PF,Não
4027,424.0,2024-05-02 09:07:40.677539840,0,Envio,1,PJ,Não
7370,39.0,2023-04-12 04:19:41.451073024,0,Envio,1,PJ,Não
7803,197.51,2023-06-30 10:15:56.216834560,0,Envio,1,PF,Não
1932,345.71,2024-07-16 19:52:18.673098496,0,Envio,1,PF,Não
5307,183.0,2023-09-11 03:42:44.048814592,0,Envio,1,PJ,Não
8750,81.32,2023-05-06 23:28:52.067727872,0,Envio,1,PJ,Não
4101,313.54,2024-01-11 03:20:09.601168640,0,Recebimento,1,PJ,Não
5127,38.33,2024-12-12 15:36:36.353673472,0,Envio,1,PF,Não
3828,1140.0,2025-09-05 18:17:31.661172736,0,Envio,1,PJ,Não
5223,189.0,2024-06-03 02:20:43.780363264,0,Envio,1,PJ,Não
7050,1051.0,2023-01-05 01:24:42.863200256,0,Envio,1,PF,Não
1011,451.0,2024-10-13 23:25:29.739538688,0,Envio,1,PJ,Não
9973,36.91,2024-10-30 08:20:09.024333312,0,Envio,1,PJ,Não
4988,243.56,2024-02-09 23:33:10.248159744,0,Envio,0,PJ,Não
7672,1181.0,2023-12-25 18:33:10.475549696,0,Envio,1,PF,Não
2830,656.0,2024-07-24 01:33:48.999915264,0,Envio,1,PF,Não
7390,588.48,2023-09-18 12:08:46.680033792,0,Envio,1,PJ,Não
1199,245.51,2023-04-10 08:27:48.477292032,0,Recebimento,1,PJ,Não
4154,72.0,2024-06-04 22:45:38.718954240,0,Recebimento,0,PJ,Não
6063,37.0,2023-08-13 18:40:32.594023168,0,Envio,1,PF,Não
7898,66.16,2024-11-17 03:40:31.714784256,1,Envio,1,PF,Não
4046,629.0,2023-06-27 23:26:18.133526784,0,Recebimento,0,PJ,Não
2173,1485.0,2025-08-18 10:10:50.871739904,0,Envio,1,PJ,Não
2304,412.0,2024-11-11 15:55:12.382904320,0,Envio,1,PF,Não
6263,7.42,2024-03-07 03:16:50.028300800,0,Envio,1,PJ,Não
6087,91.0,2024-04-09 18:15:03.974114816,0,Envio,1,PJ,Não
9726,854.32,2025-11-21 20:15:19.887609088,0,Envio,1,PJ,Não
7672,80.0,2023-09-28 20:13:47.314958848,0,Envio,0,PJ,Não
6582,766.75,2025-11-28 10:13:57.937404672,0,Envio,1,PF,Não
3473,31.0,2024-03-04 14:23:26.173332224,0,Envio,1,PF,Não
9525,248.02,2023-10-16 22:32:17.914638080,0,Recebimento,1,PJ,Não
1394,173.0,2023-03-25 19:51:57.815197184,0,Envio,1,PJ,Não
7925,2631.26,2025-11-27 12:44:19.195962368,0,Envio,1,PJ,Não
1835,136.21,2023-09-05 21:05:38.958683904,0,Envio,1,PJ,Não
9044,67.0,2023-09-21 02:25:55.949640960,0,Recebimento,1,PJ,Não
5799,1024.91,2023-04-30 08:57:28.018914304,0,Recebimento,0,PJ,Não
3872,214.0,2024-04-12 19:57:39.417072896,0,Envio,1,PF,Não
4067,348.0,2025-12-27 19:28:15.257449728,0,Recebimento,1,PF,Não
7390,601.0,2024-03-01 14:28:56.096017408,0,Envio,1,PJ,Não
6513,2479.0,2025-09-14 17:13:55.453714944,0,Envio,1,PJ,Não
4006,131.0,2023-08-05 14:55:56.592334592,0,Recebimento,1,PF,Não
6106,89.0,2024-02-05 04:29:43.363119360,0,Envio,1,PJ,Não
5005,118.0,2024-01-31 19:48:01.331048192,1,Recebimento,1,PF,Não
3384,1619.0,2025-08-04 17:56:14.438629120,0,Recebimento,1,PJ,Não
7278,168.69,2024-05-17 09:08:27.089612544,0,Envio,1,PJ,Não
9323,180.05,2023-07-27 06:56:20.913833728,0,Envio,1,PJ,Não
9469,227.0,2023-03-01 13:32:57.931672064,0,Envio,1,PF,Não
9541,33.0,2024-12-10 12:56:17.102363136,0,Envio,1,PJ,Não
5328,219.0,2023-07-08 00:25:37.185203200,0,Envio,1,PJ,Não
3336,369.64,2025-10-10 19:58:54.462749952,0,Envio,1,PF,Não
7628,1773.0,2025-10-23 16:59:25.642361600,0,Recebimento,1,PJ,Não
7804,370.43,2024-03-25 13:27:15.273616128,0,Envio,1,PJ,Não
7488,28.0,2024-07-11 07:15:31.376917504,0,Envio,1,PF,Não
7421,346.0,2025-09-11 05:37:50.819816192,1,Envio,1,PF,Não
1028,-2800.0,,0,Envio,1,PJ,Não
6088,346.0,2023-05-19 02:40:27.434332672,0,Envio,1,PJ,Não
2559,35.0,2023-07-27 03:39:35.530966784,0,Envio,1,PF,Não
7781,572.0,2024-08-25 14:25:34.751221760,0,Envio,1,PF,Não
8365,340.0,2023-06-18 20:46:22.664512512,0,Envio,1,PF,Não
1526,395.65,2023-09-28 18:57:23.624873216,0,Envio,1,PF,Não
1624,269.0,2023-08-22 12:50:09.902606592,0,Envio,1,PF,Não
4443,187.37,2023-03-25 16:19:33.069590272,0,Recebimento,1,PF,Não
8896,334.16,2025-12-06 01:06:29.448409856,1,Envio,0,PF,Não
1247,133.0,2024-10-11 13:28:30.451469056,0,Envio,1,PF,Não
2865,180.78,2023-02-16 22:36:06.877562112,0,Envio,1,PJ,Não
9323,474.64,2023-05-06 23:19:59.947191296,0,Envio,1,PJ,Não
9407,1.0,2025-09-16 05:41:47.856776960,1,Envio,1,PF,Não
8008,97.25,2023-01-18 00:59:36.498315520,0,Envio,1,PJ,Não
6394,202.28,2024-04-24 04:17:52.547709952,0,Envio,0,PJ,Não
9551,548.0,2023-03-08 07:56:34.461926400,0,Recebimento,1,PF,Não
9917,379.0,2025-08-16 21:32:22.310914560,0,Envio,1,PJ,Não
6778,279.72,2024-03-25 16:23:00.278891008,0,Recebimento,1,PJ,Não
6967,359.95,2025-10-31 09:36:30.919753984,0,Envio,1,PJ,Não
4863,305.0,2025-12-22 02:20:16.492265216,0,Envio,1,PF,Não
5597,209.03,2023-01-10 00:04:43.060900864,1,Envio,1,PF,Não
3586,311.0,2023-09-24 07:27:56.031860992,0,Envio,1,PF,Não
8810,106.19,2024-05-16 08:14:12.059540736,1,Envio,1,PF,Não
8942,299.69,2025-10-21 08:15:13.414801408,1,Envio,1,PF,Não
4986,619.35,2024-08-17 17:01:37.559931648,0,Recebimento,1,PJ,Não
3087,589.22,2024-08-02 21:24:49.915824640,0,Envio,1,PJ,Não
2173,192.75,2024-05-26 06:46:44.191761152,0,Recebimento,0,PF,Não
4810,785.68,2025-08-01 09:25:06.968839936,0,Envio,1,PJ,Não
9848,1835.26,2025-08-27 22:54:07.209331968,0,Envio,1,PJ,Não
8228,87.0,2024-04-28 05:56:27.111000320,0,Envio,0,PJ,Não
4863,821.0,2025-12-10 21:24:05.324096768,0,Envio,1,PJ,Sim
9600,317.0,2024-05-17 15:56:52.321660672,0,Envio,1,PF,Não
7565,454.0,2024-02-15 07:26:32.381814528,0,Envio,1,PJ,Não
8713,1007.26,2023-07-04 11:14:27.033771520,0,Envio,1,PF,Não
7233,481.0,2023-05-13 02:53:27.634204416,0,Envio,1,PJ,Sim
4686,6.0,2024-11-08 14:08:44.045176576,0,Envio,1,PJ,Não
7767,124.0,2025-08-31 00:00:58.430109184,0,Envio,1,PJ,Não
9567,0.71,2024-09-22 15:23:18.476367360,0,Envio,1,PF,Não
8790,13.0,2023-09-18 13:16:51.892316160,0,Envio,0,PJ,Não
4885,134.0,2025-12-12 06:41:52.776934912,0,Envio,1,PF,Não
6572,43.0,2023-05-30 00:40:51.559518976,0,Envio,1,PJ,Não
4595,153.0,2024-08-31 04:04:40.497362688,0,Envio,1,PF,Não
6440,123.0,2023-06-14 07:41:18.778141952,0,Envio,1,PJ,Não
7332,351.17,2023-05-20 10:37:26.255660032,0,Envio,1,PJ,Não
8310,212.0,2023-02-22 06:14:45.553200128,0,Envio,0,PJ,Não
1215,968.0,2024-11-23 13:39:38.298258944,0,Recebimento,1,PJ,Não
6106,22.12,2024-08-22 01:03:18.551348736,0,Envio,1,PF,Não
9469,20.0,2023-07-05 23:57:03.488044288,0,Envio,1,PJ,Não
4223,373.0,2023-02-17 00:13:23.490535168,0,Recebimento,1,PJ,Não
3413,557.0,2024-01-17 15:22:43.041615872,0,Envio,1,PJ,Não
6376,25.0,2023-09-27 20:05:47.862130432,0,Envio,1,PJ,Não
2250,573.6,2025-12-17 03:11:55.508582400,0,Envio,1,PJ,Não
2316,167.78,2025-09-18 09:19:03.227227904,0,Envio,1,PJ,Não
2057,44.0,2023-04-08 14:31:54.832133120,0,Envio,1,PJ,Não
9752,331.0,2025-10-23 00:45:53.036998144,0,Recebimento,1,PJ,Não
5911,464.21,2024-09-30 23:38:46.507348480,0,Envio,1,PJ,Não
1480,99.19,2023-01-01 06:12:56.311756288,0,Envio,1,PJ,Não
3002,71.03,2023-07-05 11:15:18.119321600,0,Envio,1,PJ,Não
1629,804.0,2024-12-19 00:37:18.701842432,0,Envio,1,PJ,Não
7973,63.0,2024-04-21 09:09:29.037880832,0,Envio,1,PJ,Não
4294,70.97,2024-04-15 03:19:30.527193600,0,Envio,1,PF,Sim
6182,854.42,2024-11-06 12:06:30.958852096,0,Envio,1,PJ,Não
1028,20.0,2024-02-23 04:22:39.361181696,0,Envio,1,PF,Não
4027,404.89,2023-09-20 10:51:42.429520896,0,Envio,1,PF,Não
1028,193.32,2025-09-22 12:18:36.448408064,0,Envio,1,PJ,Não
9044,356.0,2024-08-16 11:14:55.107296256,0,Envio,1,PJ,Não
1185,45.76,2024-11-12 08:05:14.048138752,0,Envio,0,PJ,Não
8810,378.0,2025-08-19 12:10:31.881251584,0,Envio,1,PF,Não
1475,109.0,2025-12-13 13:23:18.049373952,0,Envio,1,PJ,Não
6952,235.19,2024-10-20 21:23:21.894926848,0,Recebimento,1,PJ,Não
5884,518.0,2023-03-07 04:15:33.287767296,0,Envio,1,PJ,Não
9340,481.29,2024-06-07 15:22:39.206575616,0,Envio,1,PJ,Não
1803,5.11,2024-07-03 03:44:13.459753472,0,Envio,0,PJ,Não
1275,1132.0,2024-09-07 05:10:37.482880256,0,Envio,0,PJ,Não
7488,99.0,2024-11-19 23:16:27.309094912,0,Envio,1,PJ,Não
1837,107.0,2023-06-25 09:00:25.641602560,0,Envio,1,PJ,Não
9918,474.14,2023-02-08 23:31:58.566971904,0,Envio,1,PF,Não
7053,222.51,2023-09-27 18:54:44.856191744,0,Recebimento,1,PF,Não
2994,138.0,2024-05-04 06:42:45.332751360,0,Recebimento,1,PF,Não
1905,176.23,2023-04-18 03:23:11.578561792,0,Envio,1,PJ,Não
1248,166.0,2024-10-02 05:29:39.514328832,0,Envio,1,PJ,Não
5486,425.0,2023-08-25 18:38:11.086422016,0,Envio,1,PF,Não
5902,152.63,2023-05-29 09:31:21.932921088,0,Envio,1,PJ,Não
4485,912.0,2023-06-30 09:01:42.909495808,0,Envio,1,PF,Não
3828,813.0,2025-12-23 06:23:53.623875840,0,Envio,1,PJ,Não
2296,28.0,2023-07-13 17:35:07.466209280,0,Envio,1,PJ,Não
8427,992.0,2024-10-04 09:08:26.283325952,0,Envio,1,PJ,Não
9151,10.0,2024-07-13 23:11:12.058681344,0,Envio,1,PJ,Não
9707,159.0,2024-10-21 03:12:50.836627456,0,Envio,1,PF,Não
5126,64.0,2024-09-27 07:47:29.635670016,0,Recebimento,1,PJ,Não
7815,27.16,2023-12-30 07:05:08.051769344,1,Envio,1,PF,Não
7523,21.92,2024-10-23 15:16:23.370202624,0,Envio,1,PJ,Não
8223,1615.02,2025-09-11 13:22:39.988226560,0,Envio,1,PJ,Não
1757,760.0,2025-09-05 04:48:55.506278656,0,Envio,1,PJ,Não
8033,21.91,2023-08-23 05:55:20.047074560,0,Envio,1,PJ,Não
7380,155.0,2023-09-28 22:09:10.033327872,0,Recebimento,1,PJ,Não
