Cliente_ID,Data_Abertura_Conta_Inv,Data,Valor_Aplicado,Saldo_Atual,Produto_Investimento,Data_de_vencimento
7381,202301,202305,3493.95,69231.08,Reservinha,299901
9600,202306,202511,-1792.0,2624.67,Reservinha,299901
5016,202311,202412,3646.92,19584.19,Tesouro Direto,203008
9130,202301,202308,2865.73,13161.5,Renda Fixa,203105
9776,202401,202410,852.19,1023.55,Reservinha,299901
5025,202301,202502,2092.78,16865.63,Tesouro Direto,202701
6337,202301,202409,50.38,4179.24,Renda Variavel,203511
9990,202311,202508,2215.64,7512.41,Reservinha,299901
6275,202309,202505,2468.99,10584.81,Reservinha,299901
7778,202301,202509,-8579.87,8579.87,Tesouro Direto,202509
4928,202303,202403,5816.34,6043.12,Renda Variavel,202703
7762,202306,202308,4203.32,0.0,Reservinha,299901
4814,202310,202511,4145.85,74164.61,Reservinha,299901
3649,202304,202509,7079.09,19095.84,Renda Variavel,202811
2110,202308,202510,1255.76,39003.81,Renda Variavel,203004
1035,202301,202501,1752.61,23466.25,Tesouro Direto,203203
9843,202304,202407,1751.74,18765.46,Renda Fixa,203409
9606,202504,202509,7247.04,0.0,Renda Variavel,203510
8790,202308,202510,709.86,12622.83,Tesouro Direto,202903
5380,202302,202407,1622.39,9351.92,Renda Fixa,203210
8973,202302,202402,4185.29,22143.79,Reservinha,299901
8218,202302,202312,7885.16,123192.29,Reservinha,299901
5980,202304,202304,5204.84,0.0,Renda Variavel,202410
1269,202301,202306,3086.24,6258.56,Renda Fixa,202512
4335,202301,202305,1389.55,45268.16,Reservinha,299901
5050,202307,202409,3024.67,5144.28,Renda Variavel,203404
9632,202503,202510,577.44,1396.07,Tesouro Direto,203002
5561,202302,202308,107.14,18936.81,Reservinha,299901
3365,202406,202501,2187.12,3886.28,Renda Fixa,203408
4542,202306,202401,5445.32,4666.86,Renda Fixa,202503
5050,202307,202307,1215.76,0.0,Tesouro Direto,202407
2600,202306,202503,811.27,13731.46,Renda Fixa,203507
6498,202312,202409,218.01,9901.39,Reservinha,299901
2910,202406,202508,-1619.2,21142.94,Reservinha,299901
8454,202305,202309,3284.75,12266.21,Renda Variavel,203002
9739,202301,202303,-488.58,11135.62,Reservinha,299901
2019,202301,202401,1634.79,4700.93,Reservinha,299901
7224,202302,202308,-718.38,26363.04,Reservinha,299901
5988,202303,202406,-849.62,8510.39,Reservinha,299901
4251,202302,202307,1417.96,0.0,Reservinha,299901
2504,202410,202507,989.47,56948.27,Reservinha,299901
7781,202304,202406,1605.39,19594.52,Renda Variavel,202407
2966,202302,202304,10284.23,7648.93,Tesouro Direto,202401
2833,202301,202410,1068.72,12638.02,Reservinha,299901
8795,202401,202507,5258.9,45108.23,Tesouro Direto,203509
9604,202303,202410,1224.57,18587.55,Renda Fixa,202705
3337,202301,202307,2478.92,36344.1,Renda Fixa,202803
9906,202305,202501,132.32,22482.53,Renda Variavel,203001
9169,202301,202512,955.06,27067.72,Tesouro Direto,203107
4523,202301,202405,1093.06,40377.39,Renda Fixa,202409
6663,202411,202505,2685.32,35161.26,Reservinha,299901
4758,202302,202410,607.46,211.2,Reservinha,299901
1247,202306,202406,233.2,25076.91,Tesouro Direto,202709
1035,202301,202312,1429.38,5194.85,Renda Variavel,203001
9095,202305,202310,976.39,0.0,Reservinha,299901
3561,202401,202511,-2354.68,4617.62,Reservinha,299901
6362,202304,202507,1927.03,24975.48,Tesouro Direto,203412
9961,202303,202505,1520.98,8827.62,Renda Variavel,202806
1729,202301,202305,2052.48,61557.76,Reservinha,299901
8177,202301,202507,802.92,2359.88,Reservinha,299901
5003,202301,202404,988.34,0.0,Renda Variavel,202409
5767,202301,202309,2048.62,16088.66,Reservinha,299901
7429,202301,202406,-2976.68,8023.3,Reservinha,299901
8973,202302,202508,7079.86,19296.27,Renda Variavel,203010
5127,202301,202302,261.39,0.0,Reservinha,299901
1094,202301,202505,-18858.01,18858.01,Renda Fixa,202505
3066,202302,202506,2600.03,2851.39,Renda Fixa,203405
3539,202301,202305,2718.77,2241.36,Renda Variavel,203310
1138,202305,202506,250.93,265.59,Renda Fixa,203111
4144,202302,202302,119.91,10200.96,Renda Variavel,203101
9007,202302,202408,3215.99,63258.82,Reservinha,299901
9776,202401,202402,421.5,0.0,Tesouro Direto,203301
1718,202303,202406,1114.79,29560.14,Reservinha,299901
3709,202301,202311,480.5,296.94,Renda Fixa,202909
3658,202311,202402,182.54,2510.8,Tesouro Direto,202904
1035,202301,202405,5274.21,11407.11,Renda Variavel,203001
6236,202301,202509,-3023.33,73250.8,Reservinha,299901
4314,202303,202306,4608.71,1944.53,Tesouro Direto,202904
1757,202309,202512,130.92,119148.38,Reservinha,299901
3483,202307,202507,1044.86,5091.44,Reservinha,299901
4035,202401,202509,357.34,5981.77,Renda Fixa,203008
7265,202302,202412,2073.56,17652.39,Tesouro Direto,203209
8297,202306,202309,775.34,2937.19,Reservinha,299901
6551,202303,202310,794.45,0.0,Renda Variavel,203011
3058,202303,202304,4583.79,4203.51,Tesouro Direto,203507
1490,202301,202310,1840.52,3368.07,Renda Fixa,203210
4286,202303,202411,345.25,3024.91,Reservinha,299901
8744,202309,202406,808.23,4398.25,Reservinha,299901
1948,202306,202306,474.48,0.0,Renda Variavel,203006
1956,202502,202504,853.3,866.88,Tesouro Direto,203303
7363,202302,202304,2220.53,39065.35,Reservinha,299901
6293,202302,202406,557.75,0.0,Tesouro Direto,202704
8489,202502,202503,813.08,20623.36,Reservinha,299901
9169,202301,202301,759.84,0.0,Renda Fixa,202912
9909,202309,202509,-255.44,37029.93,Reservinha,299901
5576,202407,202507,6391.33,96994.63,Reservinha,299901
4674,202312,202404,750.08,5685.25,Tesouro Direto,202908
3365,202406,202504,2115.68,5776.42,Reservinha,299901
4803,202307,202511,1837.58,9865.27,Reservinha,299901
7370,202309,202407,89.61,2253.51,Renda Variavel,202704
9534,202302,202308,2678.63,3774.0,Renda Fixa,202703
8690,202301,202510,5444.27,94746.39,Tesouro Direto,203203
1738,202301,202312,-68.06,339.21,Reservinha,299901
9160,202301,202509,-976.31,8780.27,Reservinha,299901
7530,202304,202505,2960.65,63409.2,Reservinha,299901
1481,202311,202404,1608.35,31039.16,Reservinha,299901
2161,202301,202510,-141.86,4913.88,Reservinha,299901
4975,202405,202506,160.02,2487.41,Renda Variavel,202409
6506,202305,202401,1405.18,2962.68,Reservinha,299901
8867,202507,202510,421.58,26322.96,Tesouro Direto,202708
6674,202302,202506,-285.3,24822.86,Reservinha,299901
3586,202304,202310,2022.58,62636.47,Reservinha,299901
3273,202303,202408,4300.7,23320.49,Renda Fixa,202412
9725,202301,202509,-318.24,647.78,Reservinha,299901
5774,202309,202311,4617.79,755.12,Tesouro Direto,202402
1948,202306,202508,165.06,5702.96,Renda Variavel,203006
5861,202301,202407,-2645.31,38233.91,Reservinha,299901
6982,202301,202301,1406.57,38240.0,Reservinha,299901
9082,202312,202409,2112.03,0.0,Renda Variavel,202804
9321,202301,202402,5089.79,70204.26,Renda Fixa,203005
5767,202301,202307,2063.31,13802.46,Reservinha,299901
8107,202309,202312,1119.06,1512.06,Tesouro Direto,203507
8181,202301,202311,3195.28,3148.17,Tesouro Direto,203208
4379,202302,202411,1808.71,2683.26,Renda Fixa,203304
6731,202306,202402,763.7,290.96,Renda Fixa,203510
2353,202304,202406,568.88,5493.05,Renda Variavel,203006
3241,202506,202509,6.14,0.0,Tesouro Direto,203012
8723,202303,202405,2416.21,6967.13,Renda Variavel,203401
1284,202308,202403,7503.68,32185.51,Tesouro Direto,202509
1330,202307,202506,-11079.45,11079.45,Tesouro Direto,202506
7062,202305,202406,5432.83,14374.19,Renda Fixa,202505
4269,202301,202411,964.92,62883.93,Tesouro Direto,203507
9987,202302,202307,2452.19,4516.23,Tesouro Direto,203512
6635,202308,202407,2815.5,3535.58,Renda Variavel,202703
7818,202303,202304,2222.43,59.42,Tesouro Direto,202807
7788,202306,202506,2465.32,2057.47,Reservinha,299901
8849,202301,202312,1063.38,689.15,Tesouro Direto,202809
3928,202301,202412,3888.28,15137.37,Renda Variavel,203210
6954,202301,202508,375.64,1160.95,Tesouro Direto,203107
9292,202302,202309,2830.62,3361.04,Renda Fixa,203103
5412,202510,202511,197.51,14530.87,Reservinha,299901
5631,202301,202405,-44.92,3228.38,Reservinha,299901
9866,202307,202409,1313.66,9487.61,Reservinha,299901
5032,202302,202311,17.91,0.0,Tesouro Direto,202805
8734,202301,202505,6474.54,27260.2,Renda Variavel,203212
6440,202307,202412,863.73,35789.9,Reservinha,299901
5307,202304,202310,1863.98,6762.56,Reservinha,299901
2419,202302,202309,4511.99,0.0,Renda Fixa,203408
3413,202301,202303,1387.32,0.0,Renda Variavel,203507
7886,202302,202405,528.23,0.0,Reservinha,299901
1200,202301,202409,1107.79,87179.93,Reservinha,299901
8897,202301,202506,1461.57,28918.56,Renda Fixa,202806
9854,202501,202507,1485.28,695.54,Tesouro Direto,202510
1757,202309,202503,7313.54,35102.34,Tesouro Direto,203210
9843,202304,202506,309.77,14172.32,Renda Variavel,203209
1629,202301,202510,249.98,16080.67,Renda Fixa,203108
9042,202304,202308,2332.06,39474.14,Reservinha,299901
4335,202301,202508,2553.49,29697.09,Tesouro Direto,203304
6655,202301,202306,3719.03,0.0,Renda Fixa,202510
4803,202307,202404,969.37,3372.17,Reservinha,299901
2917,202303,202412,-2809.87,3782.32,Reservinha,299901
4086,202308,202401,654.48,7916.34,Tesouro Direto,203504
1424,202304,202402,3202.87,6001.17,Renda Variavel,202901
1835,202511,202511,605.01,8903.87,Tesouro Direto,202805
3336,202301,202506,558.05,6639.12,Reservinha,299901
7308,202309,202408,3018.83,6525.27,Tesouro Direto,202802
6605,202301,202506,2099.94,13197.86,Renda Variavel,203012
3901,202404,202406,1131.93,3509.59,Renda Fixa,203108
4214,202301,202409,1576.3,61036.53,Reservinha,299901
5016,202311,202505,6882.73,45320.54,Renda Fixa,203112
9292,202302,202411,4528.92,13334.45,Tesouro Direto,202710
4941,202305,202509,597.83,35599.61,Reservinha,299901
4253,202302,202506,3307.62,92026.96,Reservinha,299901
7946,202501,202501,3164.22,0.0,Renda Fixa,203006
6178,202506,202506,1637.69,0.0,Reservinha,299901
1499,202303,202409,4313.85,47451.6,Renda Fixa,203503
5766,202302,202312,18.75,809.54,Reservinha,299901
7381,202301,202309,156.28,48313.78,Renda Variavel,203202
4436,202311,202312,1169.98,11400.57,Renda Fixa,203304
6088,202309,202411,5140.73,60722.54,Renda Fixa,202907
6440,202307,202308,1537.46,22243.36,Reservinha,299901
2386,202308,202505,5310.28,46217.56,Reservinha,299901
7539,202302,202501,1587.22,19911.71,Renda Fixa,202502
9710,202307,202508,16.2,25458.56,Renda Variavel,202510
9489,202309,202501,2617.09,86228.44,Reservinha,299901
5380,202302,202405,1033.8,2331.99,Renda Variavel,202901
6982,202301,202511,2173.98,57133.8,Reservinha,299901
4286,202303,202510,1025.22,3244.4,Reservinha,299901
2203,202311,202406,5179.35,17637.4,Renda Fixa,202410
7788,202306,202406,1387.79,6012.92,Tesouro Direto,203107
4286,202303,202506,363.5,18211.97,Tesouro Direto,203311
9884,202303,202308,3297.09,0.0,Renda Fixa,203402
7189,202301,202304,-62.73,5485.97,Reservinha,299901
9504,202301,202302,2851.5,2065.47,Reservinha,299901
8272,202311,202404,1076.57,0.0,Tesouro Direto,203211
3276,202302,202503,2143.13,106141.59,Reservinha,299901
2694,202304,202409,-2935.03,26735.97,Reservinha,299901
7558,202301,202406,3832.32,10620.94,Renda Fixa,203302
9909,202309,202511,782.01,38616.16,Reservinha,299901
6518,202301,202502,3044.1,13320.21,Renda Variavel,203204
9317,202309,202411,3861.88,2161.55,Renda Variavel,202504
4335,202301,202309,1275.51,51431.76,Reservinha,299901
1094,202301,202306,1962.37,2590.06,Renda Fixa,202505
2161,202301,202502,477.67,7828.29,Reservinha,299901
6994,202305,202508,-4113.7,19239.68,Reservinha,299901
1035,202301,202308,1036.52,11511.82,Tesouro Direto,203203
4769,202301,202505,2775.08,34015.07,Renda Variavel,202809
5298,202301,202502,2955.37,72508.25,Reservinha,299901
5239,202301,202406,-33933.91,33933.91,Tesouro Direto,202406
5127,202301,202402,1412.95,3137.02,Renda Fixa,202703
8522,202306,202504,1850.03,4479.51,Reservinha,299901
3365,202406,202506,4146.96,7560.18,Tesouro Direto,202808
5394,202302,202503,7783.59,79106.11,Renda Fixa,203207
9588,202305,202402,2388.36,2914.88,Renda Variavel,202511
9843,202304,202305,438.2,15945.21,Reservinha,299901
1903,202410,202506,2074.15,24666.28,Renda Fixa,202708
7114,202301,202508,199.36,7020.85,Reservinha,299901
8178,202302,202502,1287.52,12541.22,Reservinha,299901
2481,202301,202310,214.95,5119.11,Renda Variavel,202710
3748,202509,202509,57.38,0.0,Reservinha,299901
6087,202306,202412,2792.59,50879.87,Reservinha,299901
1697,202402,202503,2866.89,1970.69,Tesouro Direto,203502
2855,202302,202309,228.65,12287.96,Tesouro Direto,203210
2738,202311,202507,2889.0,77838.36,Reservinha,299901
2795,202305,202312,4833.9,15973.42,Renda Fixa,202808
4269,202301,202403,4666.34,33272.7,Reservinha,299901
5999,202501,202509,6284.07,9319.69,Reservinha,299901
3521,202301,202303,3070.94,53663.47,Reservinha,299901
1757,202309,202405,2051.67,76676.5,Reservinha,299901
7429,202301,202311,677.11,4793.32,Reservinha,299901
7590,202301,202302,142.01,0.0,Renda Fixa,203103
3662,202303,202407,1346.35,0.0,Tesouro Direto,202810
5507,202304,202412,-13273.54,13273.54,Renda Fixa,202412
7033,202306,202501,3447.5,24136.25,Tesouro Direto,203210
2196,202301,202402,1680.91,7286.05,Tesouro Direto,203411
2203,202311,202509,1617.27,35429.82,Reservinha,299901
5734,202302,202303,3219.7,40493.24,Reservinha,299901
9843,202304,202402,780.14,10656.63,Renda Variavel,203209
4557,202301,202301,2768.07,0.0,Renda Fixa,202504
9906,202305,202411,3598.07,18043.24,Renda Variavel,203001
5884,202301,202306,4525.13,0.0,Renda Variavel,202401
1279,202306,202401,6199.16,9870.09,Renda Fixa,203404
3800,202301,202505,4935.17,4856.13,Renda Variavel,203407
7973,202312,202505,92.2,2121.31,Renda Variavel,203001
2201,202303,202508,3865.72,23924.06,Renda Variavel,202512
1561,202302,202509,31.39,38166.13,Renda Variavel,202512
7917,202301,202312,2554.9,66386.81,Reservinha,299901
9847,202305,202409,2576.58,8008.47,Renda Variavel,203311
7558,202301,202311,12.87,19156.58,Renda Variavel,202509
1729,202301,202401,47.43,6982.63,Renda Variavel,203312
6087,202306,202412,2231.13,39298.18,Tesouro Direto,203304
9560,202503,202504,6339.05,21025.48,Renda Fixa,203001
2724,202304,202309,2493.34,2833.44,Reservinha,299901
5546,202301,202511,197.5,4580.44,Renda Variavel,203401
5641,202409,202502,3187.98,31731.09,Renda Fixa,203106
5526,202307,202403,5837.23,40359.99,Tesouro Direto,203508
6279,202304,202501,1053.18,3425.3,Renda Variavel,202910
4215,202301,202512,2798.22,53137.5,Reservinha,299901
1200,202301,202310,3416.95,54962.67,Reservinha,299901
3067,202301,202504,954.14,118.99,Reservinha,299901
7138,202302,202506,3560.47,52076.13,Renda Variavel,202712
8535,202302,202402,905.62,5375.74,Renda Fixa,202805
6011,202311,202505,6763.6,80149.13,Reservinha,299901
5454,202301,202310,777.87,1095.52,Renda Fixa,202409
5174,202301,202405,1801.57,5975.43,Reservinha,299901
4515,202304,202309,2128.53,1460.22,Reservinha,299901
3483,202307,202512,1201.94,5313.01,Tesouro Direto,203208
1567,202407,202412,3535.38,11225.04,Reservinha,299901
2263,202302,202307,2869.59,6382.19,Tesouro Direto,202405
8504,202502,202509,331.45,1019.13,Tesouro Direto,203109
5568,202302,202305,4360.48,2338.93,Renda Variavel,203508
9534,202302,202306,1627.29,0.0,Tesouro Direto,202910
1261,202311,202406,2516.82,1093.07,Renda Variavel,202411
2231,202504,202504,6235.68,0.0,Renda Fixa,202810
1905,202301,202304,1774.3,29482.45,Renda Fixa,202705
4693,202305,202406,1143.33,35246.8,Reservinha,299901
5734,202302,202408,5181.83,58507.73,Renda Fixa,203109
9737,202308,202312,2535.61,0.0,Reservinha,299901
2402,202305,202509,1545.9,35635.7,Tesouro Direto,202811
9401,202309,202310,4996.68,0.0,Renda Variavel,203111
6553,202301,202505,8787.94,77409.5,Renda Fixa,203402
1547,202501,202506,2066.26,10831.47,Reservinha,299901
1416,202301,202309,1969.58,4462.54,Renda Variavel,203410
4837,202311,202402,1931.35,27582.26,Reservinha,299901
8602,202302,202403,337.3,0.0,Renda Fixa,203108
7781,202304,202410,1435.76,18905.45,Reservinha,299901
9794,202301,202512,-14468.07,14468.07,Renda Variavel,202512
5016,202311,202402,2015.89,7754.95,Reservinha,299901
4392,202310,202406,4527.81,13991.52,Renda Variavel,202506
9906,202305,202307,2.64,535.69,Renda Variavel,203001
9502,202301,202504,2126.99,8443.33,Reservinha,299901
4487,202408,202510,4357.57,5302.83,Reservinha,299901
1324,202306,202306,583.73,0.0,Tesouro Direto,203503
7530,202304,202310,427.63,1357.03,Renda Variavel,202404
8312,202310,202406,2516.5,108504.6,Reservinha,299901
1822,202301,202307,7922.97,0.0,Renda Fixa,203407
5380,202302,202502,1059.22,12518.5,Renda Fixa,203210
2329,202310,202509,-156.33,89253.15,Reservinha,299901
7265,202302,202404,2639.4,12195.28,Reservinha,299901
2966,202302,202408,10103.96,94303.3,Renda Fixa,203408
9946,202303,202509,-1873.04,9296.01,Reservinha,299901
6408,202305,202305,2211.71,0.0,Reservinha,299901
2305,202301,202309,5410.11,13779.98,Renda Fixa,202908
6668,202301,202501,2438.55,8511.04,Renda Variavel,202510
4523,202301,202403,6010.9,8015.76,Renda Variavel,203208
1561,202302,202401,3983.41,18569.69,Renda Variavel,202512
1757,202309,202407,962.03,20419.59,Renda Variavel,202703
6236,202301,202508,-7333.68,80075.29,Reservinha,299901
5799,202404,202512,-13107.9,13107.9,Tesouro Direto,202512
4286,202303,202405,1276.97,13226.66,Tesouro Direto,203311
4214,202301,202312,68.89,5972.14,Tesouro Direto,202706
5298,202301,202412,1242.75,11400.87,Tesouro Direto,202912
7788,202306,202406,2781.15,1411.77,Renda Fixa,203012
1507,202305,202312,755.65,766.0,Reservinha,299901
6205,202303,202505,706.52,3606.81,Reservinha,299901
4214,202301,202512,3440.9,55940.48,Renda Variavel,202904
8345,202301,202409,3514.76,7382.53,Renda Variavel,203007
5767,202301,202301,3163.26,0.0,Reservinha,299901
1905,202301,202405,4001.34,39969.93,Renda Fixa,202705
9658,202401,202403,5992.68,56451.09,Reservinha,299901
4542,202306,202501,2508.89,55277.89,Reservinha,299901
3269,202301,202310,564.25,313.97,Renda Fixa,203211
6565,202302,202411,1894.39,5958.83,Renda Variavel,202711
9007,202302,202501,9621.61,86377.33,Reservinha,299901
4729,202301,202402,1779.58,4865.0,Tesouro Direto,203011
9525,202301,202309,127.04,3265.88,Renda Variavel,203403
3838,202304,202404,2191.53,4543.02,Renda Fixa,202901
2833,202301,202504,1617.17,23423.43,Reservinha,299901
7344,202301,202405,-1504.57,45744.44,Reservinha,299901
2196,202301,202306,3293.85,26424.78,Renda Variavel,202803
4046,202304,202508,723.89,12930.48,Renda Fixa,203511
8560,202303,202402,2602.29,0.0,Tesouro Direto,203110
3058,202303,202406,4826.62,5812.02,Renda Variavel,203312
9213,202311,202402,5062.29,0.0,Renda Fixa,203505
8388,202302,202306,1014.97,458.01,Renda Variavel,203208
8605,202301,202306,1944.25,4803.58,Renda Variavel,202707
1902,202301,202305,6590.25,7064.52,Renda Fixa,203411
1649,202302,202304,2986.0,1124.32,Tesouro Direto,202808
9187,202301,202303,9608.63,68861.1,Reservinha,299901
6101,202301,202308,1287.38,1530.65,Renda Fixa,203105
9679,202311,202503,5298.79,16668.68,Renda Fixa,202808
8605,202301,202409,301.01,3592.15,Reservinha,299901
5583,202412,202509,1773.46,2169.01,Tesouro Direto,203207
1269,202301,202510,2146.34,49200.35,Tesouro Direto,203501
4555,202302,202302,1924.28,0.0,Renda Fixa,203001
2147,202301,202312,762.5,1556.33,Reservinha,299901
7625,202305,202507,2160.61,63556.47,Renda Variavel,203307
8926,202301,202409,4438.09,56172.25,Reservinha,299901
5609,202301,202411,2613.67,16107.1,Tesouro Direto,203511
3055,202305,202509,-3832.23,21842.94,Reservinha,299901
3275,202301,202308,3128.24,283.78,Renda Variavel,203501
1546,202312,202501,2231.2,10702.43,Renda Fixa,203406
9716,202301,202511,-12187.8,12187.8,Renda Fixa,202511
6778,202305,202504,4062.8,0.0,Renda Variavel,202709
3486,202403,202403,1608.54,0.0,Renda Variavel,203201
1883,202508,202508,155.56,0.0,Tesouro Direto,203106
3028,202303,202404,943.74,0.0,Tesouro Direto,203005
4533,202312,202410,2954.99,50652.84,Reservinha,299901
5766,202302,202511,1339.36,1499.25,Tesouro Direto,203201
5060,202301,202409,0.01,1084.01,Renda Variavel,202703
6655,202301,202407,543.56,9825.54,Reservinha,299901
8567,202303,202405,5387.71,76720.01,Reservinha,299901
7530,202304,202511,2165.34,84837.48,Reservinha,299901
1629,202301,202509,1788.53,32893.74,Reservinha,299901
5380,202302,202507,891.11,14941.42,Renda Fixa,203210
2837,202311,202401,631.82,0.0,Tesouro Direto,203105
1416,202301,202501,2144.59,972.82,Renda Fixa,203007
2248,202502,202502,3033.99,0.0,Reservinha,299901
2546,202309,202409,3719.48,36598.61,Renda Fixa,202803
5050,202307,202311,723.41,2622.59,Reservinha,299901
6236,202301,202301,1859.03,0.0,Tesouro Direto,203206
3195,202311,202312,2408.31,3596.67,Tesouro Direto,203110
7886,202302,202511,197.32,1423.99,Renda Fixa,203311
7382,202301,202504,1897.61,9680.29,Reservinha,299901
4711,202302,202302,1288.41,15139.52,Renda Variavel,203011
3634,202505,202506,2896.93,0.0,Renda Variavel,203407
6553,202301,202305,5844.09,6882.62,Tesouro Direto,202811
6222,202301,202311,-16.09,39587.92,Reservinha,299901
7609,202304,202305,3637.56,3530.31,Reservinha,299901
5526,202307,202502,5733.7,52924.61,Tesouro Direto,203508
4555,202302,202405,1213.61,11465.48,Renda Fixa,203001
1542,202311,202312,8059.16,0.0,Reservinha,299901
3709,202301,202510,-3539.46,3539.46,Tesouro Direto,202510
9067,202308,202402,3178.46,4044.22,Renda Fixa,202412
4523,202301,202308,449.63,16388.05,Tesouro Direto,202806
2966,202302,202306,95.67,2773.91,Renda Variavel,203012
7698,202306,202512,-1353.48,79010.09,Reservinha,299901
3971,202301,202502,206.93,194.92,Renda Fixa,202505
7781,202304,202310,3993.21,2534.25,Renda Fixa,203106
3487,202401,202512,44.45,4405.14,Tesouro Direto,202905
5546,202301,202410,946.42,8207.22,Renda Fixa,203303
3946,202302,202505,103.6,1932.78,Tesouro Direto,203208
7429,202301,202311,1927.97,10812.42,Renda Fixa,203309
5878,202305,202409,544.63,1502.34,Reservinha,299901
1284,202308,202405,3191.83,15977.63,Reservinha,299901
9776,202401,202401,1387.68,6280.0,Renda Fixa,202502
3018,202301,202302,830.54,9391.36,Renda Variavel,203002
5259,202307,202511,-964.33,61018.52,Reservinha,299901
9080,202301,202307,5740.34,3563.24,Reservinha,299901
7948,202301,202308,3684.92,6503.74,Renda Fixa,202804
